msisdn,event_occurrence_flag,estimated_clv_amt,tenure_in_days,avg_recharge_3mo,satisfaction_score,total_call_drops_past_period,total_handover_failures_past_period,avg_rsrp_dbm_past_period
917218035843,True,847.2,51,71.16,91,0.0,2.0,57.5
919536423998,True,718.76,67,659.24,30,0.0,5.0,57.6
919520878317,False,3583.79,3,364.39,67,0.0,5.0,31.875
919483012703,True,774.06,33,238.3,64,0.0,1.0,63.75
917546951552,True,3583.43,87,212.12,33,0.0,7.0,52.166666666666664
918242377075,False,3624.12,93,922.61,93,0.0,3.0,42.333333333333336
917000791717,True,3700.25,43,429.29,9,0.0,3.0,51.625
919231951249,True,1998.7,67,381.79,55,0.0,4.0,65.0
917273986261,False,2334.38,81,983.8,25,0.0,1.0,55.0
918886149718,True,4064.56,49,991.07,88,0.0,4.0,61.22222222222222
917387820537,False,3307.36,43,888.55,23,0.0,4.0,51.6
919635826143,False,3720.92,9,673.07,65,0.0,4.0,61.0
918844210621,True,4606.24,24,713.5,91,0.0,4.0,55.833333333333336
919637688758,False,629.57,52,410.12,77,0.0,8.0,44.42857142857143
918020464793,False,293.65,65,295.07,42,0.0,3.0,39.0
917120163655,False,4801.87,89,509.71,60,0.0,3.0,45.833333333333336
919781559918,True,3474.31,44,658.19,98,0.0,3.0,60.0
917664494972,True,2952.96,3,590.13,40,0.0,5.0,42.0
917708695913,True,40.16,21,351.58,25,0.0,4.0,39.166666666666664
919756056675,False,4090.9,25,911.61,28,0.0,4.0,44.4
918937579958,True,3049.35,66,279.92,72,0.0,2.0,48.6
919207873733,True,2098.53,97,422.25,10,0.0,7.0,
919167410280,True,819.7,57,773.94,83,0.0,6.0,74.25
919135774649,False,3868.1,47,649.81,45,0.0,5.0,63.75
919510666490,True,4982.95,100,371.37,34,0.0,2.0,67.8
917561387824,False,4881.59,3,549.38,60,0.0,4.0,17.5
918969062219,True,3046.36,76,719.85,76,0.0,9.0,56.25
918737091024,False,3657.64,75,761.97,50,0.0,5.0,39.666666666666664
917496694873,False,203.47,35,58.69,100,0.0,4.0,33.166666666666664
918895308730,True,1634.48,11,749.2,6,0.0,3.0,34.0
919099500153,True,528.56,52,688.57,51,0.0,2.0,64.4
919701642822,False,3211.25,29,381.97,37,0.0,6.0,47.142857142857146
919504067741,False,4277.37,32,165.11,68,0.0,2.0,46.57142857142857
918760844750,True,4523.21,27,513.92,71,0.0,2.0,65.66666666666667
919013831172,False,4909.42,67,788.44,31,0.0,5.0,56.333333333333336
918294291435,True,2620.79,62,504.78,53,0.0,3.0,39.0
918146662918,False,237.34,73,342.12,11,0.0,5.0,76.5
918064427950,True,4436.02,47,588.37,79,0.0,6.0,48.75
918362721798,True,4253.38,3,99.52,46,0.0,2.0,45.5
918131247330,True,1448.77,46,404.53,35,0.0,3.0,60.666666666666664
918115699872,True,1319.87,19,628.36,74,0.0,6.0,39.75
917482029643,False,3934.85,62,972.4,84,0.0,6.0,53.75
919909058412,True,2986.02,92,467.31,64,0.0,7.0,68.0
918963790638,True,3454.55,23,622.24,52,0.0,5.0,44.0
918214741296,True,3820.5,77,267.2,57,0.0,5.0,58.0
917457031004,True,1209.06,12,311.0,10,0.0,6.0,60.0
919650249767,True,1475.89,95,864.61,75,0.0,8.0,50.75
918108328175,True,3341.69,12,502.07,54,0.0,3.0,77.66666666666667
919627135980,True,425.2,35,584.07,81,0.0,5.0,52.2
919249727410,True,1863.79,50,833.35,54,0.0,2.0,50.0
918786085602,True,267.07,33,472.95,32,0.0,6.0,61.333333333333336
919648572296,True,4140.9,16,688.72,87,0.0,7.0,62.6
918587581996,False,4039.81,95,984.58,48,0.0,4.0,29.333333333333332
919132008551,False,1434.57,36,386.09,17,0.0,7.0,54.714285714285715
918814779777,True,3934.75,89,869.25,5,0.0,7.0,46.4
919836730724,True,2419.7,62,401.01,75,0.0,5.0,46.57142857142857
917386757895,True,4007.19,69,9.7,93,0.0,5.0,37.666666666666664
918881988384,False,1601.16,37,657.02,9,0.0,6.0,64.0
917399546384,True,904.36,47,753.86,21,0.0,2.0,48.5
919680779364,True,4968.36,8,191.23,59,0.0,3.0,71.0
917967847466,True,4773.55,62,19.28,94,0.0,3.0,39.8
919170795726,False,4416.67,36,849.35,16,0.0,5.0,43.875
919944198153,False,4010.47,37,133.12,99,0.0,6.0,43.0
918634550216,True,4957.07,1,747.14,59,0.0,3.0,56.6
919826115582,False,1260.76,10,757.99,90,0.0,3.0,39.333333333333336
919788722772,True,3901.8,100,57.86,2,0.0,5.0,49.5
918073108894,False,2751.76,3,459.45,35,0.0,4.0,58.625
917013210480,False,3481.33,36,974.49,96,0.0,6.0,39.375
918201966146,False,4756.08,48,788.51,55,0.0,9.0,45.5
918888091245,True,998.24,4,15.64,62,0.0,2.0,49.111111111111114
918611931113,False,2896.38,55,994.85,80,0.0,4.0,39.333333333333336
919710328466,True,1191.0,49,650.17,10,0.0,4.0,68.0
917651165188,False,3669.73,42,545.22,25,0.0,5.0,49.0
918705490992,True,2279.44,30,591.44,98,0.0,5.0,61.0
917419287737,True,797.23,59,326.9,77,0.0,5.0,70.2
918340059485,False,132.25,55,141.09,24,0.0,8.0,56.25
919106074066,True,4072.89,82,853.07,66,0.0,9.0,46.0
919587283948,True,4093.99,27,913.06,26,0.0,5.0,44.0
918777076693,False,1355.88,19,316.47,72,0.0,3.0,58.0
917145520719,False,2962.06,38,409.69,16,0.0,5.0,48.6
918330159429,True,942.17,99,508.08,99,0.0,4.0,73.25
917305714736,False,4875.6,88,830.81,22,0.0,4.0,32.666666666666664
919777580509,True,2784.83,84,641.02,72,0.0,3.0,71.2
918822393017,True,3814.35,53,697.22,31,0.0,4.0,50.166666666666664
919675944972,True,888.5,34,452.29,74,0.0,3.0,34.0
919705237613,False,4055.95,37,224.75,47,0.0,4.0,69.5
919502446090,False,1910.96,34,565.51,14,0.0,5.0,52.333333333333336
917399974336,False,477.02,85,879.89,85,0.0,5.0,45.0
919779855613,True,4188.32,67,466.09,41,1.0,4.0,46.75
918269612255,False,3613.56,46,19.29,20,0.0,4.0,70.0
918548781344,False,1311.48,78,233.85,49,0.0,2.0,55.25
918361263098,True,36.14,30,319.73,52,0.0,4.0,53.333333333333336
917913800164,False,3421.16,7,409.19,17,0.0,6.0,27.142857142857142
919571665282,False,3161.18,99,211.66,23,0.0,5.0,51.125
918954246074,False,2330.43,17,683.82,66,0.0,4.0,42.111111111111114
917754927096,True,2684.89,99,278.07,12,0.0,6.0,33.6
919316222488,True,3553.9,48,679.99,0,0.0,4.0,45.5
919615613239,True,3033.15,5,174.91,51,0.0,7.0,44.0
918748629903,True,1533.39,85,336.17,77,0.0,4.0,23.75
917779130936,False,81.46,28,382.1,46,0.0,4.0,50.333333333333336
919786774414,False,3514.82,52,729.09,84,0.0,6.0,42.625
919755548556,False,1070.74,42,824.07,37,0.0,5.0,61.0
918793484162,False,3727.83,95,229.58,39,0.0,2.0,48.142857142857146
919248349034,True,794.9,95,543.67,72,0.0,3.0,70.5
919864409772,False,530.12,14,824.8,67,0.0,5.0,21.5
919913696513,True,2518.19,19,381.46,53,0.0,8.0,46.5
919144490990,False,4788.22,55,619.85,95,0.0,6.0,76.5
917720359227,False,481.68,12,185.42,90,0.0,3.0,34.2
917031557592,False,577.8,82,845.97,96,0.0,13.0,59.666666666666664
917683749521,False,1906.77,47,953.71,96,0.0,3.0,39.25
919916549321,True,3642.71,7,205.46,98,0.0,4.0,36.5
917582349911,True,4662.52,10,584.58,3,0.0,3.0,35.22222222222222
919959863754,True,2923.69,41,105.05,2,0.0,9.0,33.333333333333336
919041545544,True,2854.7,32,322.26,2,0.0,4.0,32.5
918712474804,False,4904.65,60,248.57,4,0.0,6.0,21.625
919812291645,True,3308.9,36,183.43,15,0.0,3.0,47.57142857142857
918400094541,True,126.36,89,101.0,67,0.0,4.0,30.25
918484193033,False,3519.85,50,33.58,98,0.0,7.0,34.5
919218143687,False,370.0,7,123.43,47,0.0,5.0,38.125
919980964394,False,347.02,100,29.09,71,0.0,3.0,50.0
918631614931,False,4931.17,20,38.96,20,0.0,8.0,49.333333333333336
919931997465,False,2127.09,63,623.15,26,0.0,6.0,33.6
919731069282,False,425.91,70,346.82,28,0.0,3.0,61.142857142857146
919072464202,True,2992.24,34,509.25,51,0.0,2.0,57.6
918442454200,False,4865.76,5,514.89,56,0.0,8.0,40.0
917041531046,False,1995.22,49,261.06,44,0.0,11.0,32.333333333333336
919142723159,False,3562.34,48,417.39,28,0.0,3.0,31.0
918528941040,True,3149.02,50,337.86,12,0.0,6.0,32.857142857142854
918755008946,True,2185.51,39,171.16,85,0.0,4.0,53.25
917566056427,False,4932.95,56,0.85,27,0.0,7.0,73.0
917448485198,True,1898.82,58,806.25,40,0.0,8.0,78.16666666666667
917247977570,False,3433.28,6,490.33,91,0.0,2.0,61.833333333333336
919829742424,True,1742.48,61,283.88,76,0.0,4.0,42.714285714285715
918286196999,True,2714.57,43,818.36,37,0.0,6.0,54.333333333333336
918602874642,False,4581.45,53,293.18,88,0.0,2.0,37.285714285714285
918823212172,True,1284.26,71,550.69,57,0.0,3.0,65.83333333333333
919071209024,True,856.33,79,708.24,95,0.0,6.0,63.333333333333336
918150776141,False,1159.39,50,401.06,37,0.0,6.0,72.2
918571027407,False,1284.97,10,815.45,5,0.0,5.0,56.5
917597296237,True,2305.0,38,164.07,95,0.0,3.0,65.0
918687718878,True,1571.39,78,418.69,65,0.0,2.0,46.5
918346922426,True,1167.9,98,279.26,77,0.0,6.0,64.0
919545868593,False,3976.94,77,836.28,52,0.0,4.0,43.75
918769224170,True,4241.94,37,495.98,23,0.0,10.0,56.5
918810607153,False,1611.82,46,62.89,77,0.0,4.0,41.75
919457934994,True,1481.45,13,227.13,57,0.0,3.0,29.8
917397203433,False,3944.9,51,105.34,28,0.0,3.0,74.66666666666667
917059596634,False,4722.89,43,444.99,46,0.0,7.0,49.3
919474810179,True,905.1,81,927.93,0,0.0,6.0,55.6
917877286584,True,1186.71,11,616.23,44,0.0,1.0,39.4
918904523027,True,1742.38,32,370.46,43,0.0,6.0,39.0
918431779064,True,4353.47,98,243.4,88,0.0,4.0,54.0
917689704353,True,2219.06,94,2.59,78,0.0,4.0,45.75
917677517496,False,4939.19,63,155.59,74,0.0,4.0,31.75
919654755464,True,3235.77,40,154.49,97,0.0,8.0,46.333333333333336
919475099081,False,146.01,11,977.71,62,0.0,5.0,51.57142857142857
919878240673,True,169.88,36,899.12,65,0.0,6.0,65.4
917174412453,True,3993.82,8,180.32,33,0.0,6.0,68.66666666666667
917459481183,True,3946.85,21,27.94,90,0.0,4.0,58.333333333333336
919516314486,False,126.44,59,16.9,21,0.0,7.0,53.5
919263164755,True,1637.94,16,83.7,4,0.0,3.0,61.6
917943239974,True,2050.72,73,22.61,60,0.0,6.0,50.25
917907915284,False,1458.91,33,315.44,29,0.0,11.0,51.25
919563484242,True,651.45,28,800.72,86,0.0,5.0,53.666666666666664
918968321319,True,809.1,37,931.31,88,0.0,4.0,27.166666666666668
918437308013,True,1401.18,36,47.06,39,0.0,1.0,62.666666666666664
919357297588,True,4980.8,35,192.58,45,0.0,6.0,25.25
919991837720,True,1703.55,46,422.62,43,0.0,2.0,50.6
919165592658,True,4029.93,10,805.9,4,0.0,4.0,52.5
919822241896,True,3520.99,61,120.6,24,0.0,5.0,62.166666666666664
917070516000,True,1064.36,84,754.33,49,0.0,5.0,59.666666666666664
918879804739,True,281.45,43,880.37,79,0.0,7.0,63.5
917223714148,True,2830.71,76,340.55,80,0.0,3.0,40.75
919977168607,False,2656.86,13,720.97,57,0.0,7.0,58.0
918120064235,False,3129.97,32,675.15,55,0.0,11.0,47.142857142857146
919113929257,True,4365.82,66,387.73,41,0.0,3.0,48.875
918871697244,True,899.52,96,988.58,40,0.0,5.0,53.5
919165576952,False,2196.64,75,718.28,83,0.0,3.0,48.666666666666664
918173242669,True,4903.48,96,199.34,36,0.0,4.0,28.571428571428573
918635099223,False,668.09,80,518.53,18,0.0,6.0,73.0
917115209930,True,1862.95,13,957.55,100,0.0,1.0,52.666666666666664
919459788151,True,4577.31,25,154.36,96,0.0,9.0,51.666666666666664
918840109255,True,1303.74,19,47.01,64,0.0,6.0,54.0
917901419863,True,1996.69,27,333.39,32,0.0,4.0,30.833333333333332
918408434291,True,26.88,74,820.37,66,0.0,4.0,63.75
917287788210,True,2586.94,89,139.83,20,0.0,8.0,32.833333333333336
919707589823,True,3288.91,65,484.38,56,0.0,3.0,24.0
919785614544,True,2565.14,21,901.07,99,0.0,4.0,42.0
918695209898,True,176.94,14,314.49,70,0.0,3.0,49.666666666666664
918306023701,True,638.21,4,241.07,10,0.0,7.0,43.77777777777778
917695642802,False,4792.65,68,447.14,85,0.0,10.0,47.42857142857143
919170715377,True,3971.59,8,315.16,19,0.0,9.0,50.0
918247096480,False,4215.53,17,550.36,5,0.0,7.0,62.63636363636363
917054848947,True,3336.19,80,367.29,7,0.0,12.0,32.6
919197590676,True,1762.79,21,842.84,85,0.0,3.0,46.833333333333336
919423420650,False,180.06,93,676.76,48,0.0,4.0,33.0
917762022478,True,1614.67,44,872.36,19,0.0,4.0,34.333333333333336
918140169349,False,1967.05,3,678.54,43,0.0,4.0,63.8
917778926596,True,2420.18,52,293.47,5,0.0,3.0,54.5
917590416424,False,2334.11,54,167.86,51,0.0,6.0,48.27272727272727
917456650521,False,3070.42,16,237.3,99,0.0,7.0,40.6
918952849519,True,362.08,20,151.28,75,0.0,8.0,85.66666666666667
918557023069,True,1046.08,72,319.03,38,0.0,5.0,57.285714285714285
917973627242,False,3263.72,0,940.2,4,0.0,5.0,59.75
919104245546,True,3208.25,35,313.69,14,0.0,3.0,36.285714285714285
917546951552,True,3757.17,59,212.12,33,0.0,7.0,52.166666666666664
917538349165,False,898.96,1,90.84,46,0.0,9.0,64.4
918021976457,True,1257.01,74,469.21,6,0.0,3.0,44.833333333333336
917234815930,False,2801.59,97,350.03,74,0.0,5.0,33.666666666666664
919811939242,False,3955.87,71,262.57,7,0.0,1.0,76.5
918952918745,True,4246.5,14,11.32,68,0.0,3.0,65.0
918669192918,True,4639.67,31,533.66,76,0.0,11.0,37.5
919964873967,False,4374.18,79,50.57,44,0.0,7.0,41.0
917900587144,True,840.58,1,950.94,31,0.0,1.0,49.0
919944237345,True,3440.02,20,57.54,72,0.0,4.0,52.666666666666664
918216030167,False,1952.01,68,425.19,5,0.0,4.0,78.0
919996353041,True,1990.66,43,470.84,21,0.0,7.0,51.625
917207167992,False,398.54,71,155.84,13,0.0,4.0,57.666666666666664
918337356436,False,1367.84,95,544.29,9,0.0,6.0,48.72727272727273
917853254184,False,1248.1,29,777.49,53,0.0,7.0,54.0
917859316945,True,4615.74,57,565.14,82,0.0,4.0,69.125
918124322241,True,2934.63,89,999.0,43,0.0,2.0,35.142857142857146
917559283112,False,456.22,26,898.88,27,0.0,4.0,61.5
919525394550,True,4215.74,74,545.52,100,0.0,4.0,59.0
917143299564,True,2461.04,84,555.45,95,0.0,3.0,49.5
919057754346,True,2733.32,49,477.56,67,0.0,4.0,57.833333333333336
919274012889,False,216.03,67,707.67,6,0.0,4.0,60.285714285714285
919910777335,True,1958.42,53,889.33,88,0.0,5.0,38.333333333333336
917196358835,True,1168.25,82,705.88,84,0.0,5.0,68.25
919994487334,True,2648.79,62,74.58,16,0.0,5.0,36.22222222222222
918058050956,True,4482.19,31,655.77,80,0.0,9.0,36.8
917490623034,False,1340.34,87,347.44,49,0.0,4.0,41.666666666666664
919522040814,False,3886.14,91,696.16,58,0.0,3.0,23.666666666666668
918713658874,True,2872.8,0,509.9,68,0.0,4.0,69.5
918950049698,True,2364.63,39,557.36,96,0.0,6.0,32.25
919139369476,False,4337.19,70,181.17,24,0.0,9.0,54.0
917209088658,False,87.78,13,152.37,0,0.0,7.0,59.5
918934944879,True,4050.48,44,623.15,40,0.0,3.0,60.75
919094011037,False,2184.14,23,966.82,6,0.0,0.0,38.4
917600337712,False,247.53,35,536.38,72,0.0,4.0,63.75
918064537936,True,2061.27,16,930.21,45,0.0,6.0,49.125
919455732633,False,2262.02,11,572.68,95,0.0,5.0,32.5
917444900634,True,3377.67,90,608.39,8,0.0,7.0,46.75
918064803502,False,453.55,88,305.73,48,0.0,4.0,66.0
917203233294,True,3037.93,66,332.34,94,0.0,6.0,48.0
917916636971,True,1085.97,25,840.59,60,0.0,1.0,21.666666666666668
918914604319,False,4219.41,20,208.04,65,0.0,2.0,38.666666666666664
917849627058,False,4551.7,90,48.69,98,0.0,2.0,28.714285714285715
917096405016,True,715.43,0,338.49,63,0.0,2.0,33.4
917223762723,True,3790.92,28,179.5,28,0.0,5.0,52.0
917967847466,True,1078.23,91,19.28,94,0.0,3.0,39.8
919666637135,False,2161.72,14,608.24,55,0.0,8.0,50.666666666666664
917724156214,False,3343.7,36,678.48,10,1.0,1.0,40.5
917257922823,False,3865.32,47,290.99,3,0.0,2.0,17.0
919103875358,False,4557.44,96,701.23,93,0.0,5.0,36.5
919917568337,True,1456.47,55,740.43,54,0.0,4.0,54.888888888888886
918286432453,True,1656.36,14,760.8,93,0.0,5.0,48.333333333333336
917873324617,False,2638.3,37,658.17,10,0.0,2.0,67.83333333333333
918526936792,False,636.88,60,122.41,22,0.0,8.0,58.2
918535162577,True,785.31,71,89.53,15,0.0,5.0,57.5
917160610438,False,4903.53,77,970.91,79,0.0,1.0,62.0
919831163141,True,4379.19,0,591.8,88,0.0,4.0,54.4
919989606411,True,3209.5,36,102.63,43,0.0,2.0,50.5
918711123163,True,2396.05,91,146.3,10,0.0,5.0,29.0
919319835182,False,3111.8,34,95.64,8,0.0,1.0,48.0
919113929257,False,2470.86,32,387.73,41,0.0,3.0,48.875
919011229698,True,1707.02,61,213.12,45,0.0,5.0,43.666666666666664
917913706213,False,2254.46,89,580.03,80,1.0,3.0,20.75
919263674265,False,1570.13,88,606.14,7,1.0,5.0,53.25
917828779668,True,4146.69,81,897.9,6,0.0,6.0,50.333333333333336
919457310580,False,1508.28,63,174.02,60,0.0,6.0,54.0
917306420495,False,954.68,35,170.42,71,0.0,4.0,20.5
918569434583,True,1276.23,39,363.66,33,0.0,6.0,44.0
919006580699,False,1689.88,67,535.84,70,0.0,4.0,62.166666666666664
918934982045,False,4873.97,37,120.07,22,0.0,4.0,55.2
918364880195,False,1927.29,58,555.25,12,0.0,4.0,27.5
917947437263,False,128.59,73,95.11,63,0.0,5.0,53.75
919106900240,False,3521.19,89,722.6,98,0.0,2.0,37.0
918039472999,False,1708.66,20,745.57,31,0.0,5.0,44.0
919516922421,False,3404.44,44,500.69,16,0.0,3.0,66.0
918955997540,False,3582.67,59,691.69,47,0.0,3.0,51.666666666666664
919141652101,False,399.66,61,772.09,96,0.0,3.0,49.666666666666664
919891911919,False,2988.46,39,210.53,11,0.0,7.0,32.6
918702274064,False,1134.68,55,139.08,65,0.0,5.0,43.57142857142857
919044457991,True,1400.75,74,775.8,46,0.0,2.0,33.5
917587462342,False,2467.21,51,800.53,99,0.0,4.0,53.0
919217799930,False,4254.27,41,429.91,5,0.0,10.0,62.666666666666664
919346582107,True,2977.74,78,165.31,41,0.0,9.0,32.42857142857143
919453846612,False,4441.13,78,834.04,54,0.0,10.0,49.0
918538554904,False,2867.96,69,807.41,89,0.0,4.0,79.66666666666667
918584392711,True,285.72,59,278.41,13,0.0,5.0,46.6
917335448617,True,1117.11,40,490.44,46,0.0,2.0,70.25
919632627835,True,4303.8,23,34.93,0,0.0,5.0,67.75
918134408349,False,4234.18,90,875.18,1,0.0,7.0,18.6
919234849897,True,3821.84,56,240.35,32,0.0,7.0,59.333333333333336
918686352103,True,4236.27,95,106.56,95,1.0,7.0,43.125
919433502391,True,1887.96,17,30.89,29,0.0,6.0,31.75
919884329289,False,362.47,56,865.49,63,0.0,2.0,49.333333333333336
918769748771,False,1038.69,6,735.61,7,0.0,6.0,41.8
918246369258,False,3040.24,47,295.73,31,0.0,7.0,49.666666666666664
918593521006,True,2263.47,47,157.6,74,0.0,4.0,65.25
917405807234,True,960.43,79,732.42,58,0.0,9.0,19.25
919370467256,True,4527.34,73,680.35,80,0.0,5.0,49.0
917756345332,True,1163.13,61,841.83,41,0.0,6.0,60.0
917963026855,False,4613.67,7,307.16,72,0.0,5.0,69.5
919902590965,False,727.66,55,117.85,39,1.0,3.0,48.5
919316277000,False,3259.76,9,95.65,49,0.0,7.0,52.142857142857146
919098545541,False,2471.01,53,689.92,55,0.0,2.0,43.0
919823642917,True,2923.11,46,989.59,73,0.0,6.0,70.8
918368954072,True,248.1,8,376.84,25,0.0,6.0,41.0
917422095589,False,3795.48,94,862.45,79,0.0,3.0,43.666666666666664
918547285885,True,2040.94,28,286.75,77,0.0,6.0,46.25
918930151511,False,1473.65,40,179.44,28,0.0,4.0,32.0
918992549954,True,399.85,32,667.09,3,0.0,1.0,45.0
919005855667,False,953.9,59,186.53,70,0.0,6.0,65.0
917158987731,False,4766.96,18,174.1,83,0.0,4.0,35.0
918473508573,False,4230.36,97,587.78,61,0.0,9.0,62.0
917241030242,False,894.52,18,654.14,74,0.0,2.0,35.0
918811688007,True,1015.86,78,163.19,31,0.0,7.0,73.8
919874432021,True,57.04,79,609.1,46,0.0,10.0,63.5
918238972936,False,3986.65,12,236.52,77,0.0,5.0,61.333333333333336
917692921852,False,2338.09,32,429.99,74,0.0,6.0,58.0
919536332631,False,71.56,94,6.77,17,0.0,3.0,42.8
918273844284,True,2607.77,47,897.6,83,0.0,4.0,40.4
918135426914,False,2199.92,86,152.18,95,0.0,5.0,37.0
919601414829,True,2151.46,65,470.26,3,0.0,3.0,44.0
918569189330,True,1210.18,1,724.18,42,0.0,5.0,79.66666666666667
918021976457,True,610.81,6,469.21,6,0.0,3.0,44.833333333333336
919644312718,False,3572.76,24,480.27,26,0.0,0.0,34.2
919614154439,True,3285.2,56,137.33,51,0.0,5.0,50.125
918196050747,False,4485.79,40,624.68,46,0.0,4.0,54.5
918960839066,True,3329.24,2,356.23,36,0.0,7.0,49.888888888888886
918652694369,False,3781.59,0,929.73,75,0.0,6.0,54.666666666666664
917424143426,True,2665.59,56,661.65,37,0.0,5.0,68.4
919017345707,True,3623.3,75,227.19,86,0.0,6.0,26.5
918532554057,False,1578.88,75,32.62,71,0.0,5.0,56.57142857142857
918688173960,False,2232.87,99,401.82,26,0.0,4.0,73.57142857142857
919380770668,True,1074.91,51,16.13,31,0.0,5.0,65.6
918601222993,False,3631.94,52,378.03,45,0.0,3.0,36.142857142857146
919055275742,True,918.24,79,807.71,9,0.0,7.0,49.333333333333336
917570015858,False,2823.29,6,992.89,0,0.0,6.0,49.625
917414479793,True,4215.5,69,207.63,58,0.0,4.0,64.5
918383459732,False,280.79,49,71.23,73,0.0,4.0,21.0
918115645493,False,3357.55,7,924.33,29,0.0,7.0,76.25
919090366319,True,2937.76,41,997.78,0,0.0,9.0,57.0
917377076704,True,1282.37,78,193.83,10,0.0,6.0,61.0
919665720874,True,276.12,76,549.06,74,0.0,5.0,48.333333333333336
918331765783,True,389.88,72,322.1,73,0.0,5.0,47.0
918015242176,False,3057.04,50,60.43,79,0.0,6.0,32.5
917067464491,False,2041.38,32,485.41,94,0.0,7.0,33.0
917537255294,False,2794.5,68,13.87,78,0.0,3.0,52.5
918132555847,False,744.6,2,494.36,82,0.0,5.0,59.5
917678800733,True,3023.04,0,892.36,24,0.0,3.0,45.6
918233045201,True,2334.93,28,155.47,52,0.0,3.0,34.55555555555556
918927310260,False,812.01,94,198.44,64,0.0,5.0,63.0
917035236295,False,4041.01,9,144.56,89,0.0,4.0,49.333333333333336
918068429057,False,1419.33,66,470.43,98,0.0,2.0,39.142857142857146
918081885552,False,3947.23,58,928.59,39,0.0,2.0,33.666666666666664
917895273628,True,1175.75,65,51.01,90,0.0,4.0,54.5
918927645417,True,401.31,4,128.75,36,0.0,6.0,54.333333333333336
917330374745,False,3625.49,22,999.3,73,0.0,2.0,42.6
919010409194,False,180.5,63,224.76,22,0.0,3.0,60.4
918079174053,True,4768.44,81,212.95,83,0.0,6.0,51.0
917508745584,False,1598.85,58,412.08,73,0.0,4.0,45.0
918320748157,True,1254.88,36,594.44,37,0.0,4.0,49.2
917558663601,False,3126.11,18,461.18,76,0.0,2.0,42.666666666666664
919705237613,False,1035.93,86,224.75,47,0.0,4.0,69.5
917977032766,True,1385.77,22,87.14,3,0.0,2.0,21.0
917567622001,False,4072.08,88,28.58,100,0.0,6.0,94.0
918764230206,False,2055.75,5,243.81,22,0.0,5.0,59.0
918016833346,True,3183.97,83,513.0,52,0.0,1.0,52.0
919430646623,False,2711.15,75,642.08,61,0.0,4.0,41.0
918295189353,False,3831.23,89,370.5,28,0.0,7.0,40.0
919394039673,True,3641.89,85,494.13,34,0.0,5.0,39.666666666666664
917600337712,True,1568.62,24,536.38,72,0.0,4.0,63.75
918220978669,False,764.01,43,104.87,32,0.0,3.0,73.25
919228649039,True,4381.21,5,775.69,6,0.0,5.0,61.8
919572447412,False,3959.3,34,97.86,94,0.0,6.0,
919820099205,True,2544.27,65,528.52,52,0.0,3.0,40.22222222222222
919187920410,True,685.6,72,908.83,74,0.0,1.0,53.166666666666664
917529222385,False,3714.12,95,314.97,2,0.0,5.0,51.333333333333336
917117470362,False,860.0,30,621.23,33,0.0,6.0,34.666666666666664
919313993297,False,48.82,20,76.17,18,0.0,7.0,48.333333333333336
919954899995,True,3816.92,77,552.59,2,1.0,4.0,44.0
919038315396,False,2222.83,6,134.5,22,0.0,6.0,35.0
917856247605,False,48.05,3,918.77,59,0.0,5.0,56.2
918605548088,True,2260.28,56,21.43,66,0.0,2.0,50.4
918789138357,True,716.25,19,472.34,96,0.0,7.0,65.66666666666667
919707589823,True,4133.56,100,484.38,56,0.0,3.0,24.0
919985904649,False,4083.65,68,979.74,54,0.0,3.0,48.5
917715658458,False,3298.49,86,426.85,41,0.0,9.0,55.5
917988335251,False,2902.87,58,351.38,38,0.0,5.0,49.0
917623071990,False,1808.9,98,561.78,92,0.0,6.0,68.75
918917906456,True,3045.64,4,71.06,92,0.0,3.0,35.0
917958796521,True,1171.25,50,446.78,40,0.0,4.0,26.0
919606731065,True,4124.22,8,369.89,98,0.0,7.0,60.8
919205376329,True,2385.99,87,933.58,73,0.0,7.0,33.25
917678950361,False,4877.29,5,994.0,15,0.0,5.0,51.57142857142857
917862114934,False,2616.35,31,720.63,83,0.0,5.0,55.4
917725783958,False,4777.05,44,484.64,57,0.0,4.0,43.666666666666664
918260573448,False,2471.36,55,90.73,24,0.0,5.0,47.0
917525174990,False,172.8,96,97.87,58,0.0,4.0,37.5
918225136114,False,2744.59,55,344.86,65,0.0,8.0,48.2
917300535210,True,3324.61,14,177.39,74,0.0,6.0,62.5
919278405793,False,1898.06,33,416.98,32,0.0,3.0,50.285714285714285
918238115647,True,4242.88,98,93.11,23,0.0,4.0,35.625
919744925141,False,724.9,74,35.29,13,0.0,6.0,53.375
918613385303,True,3542.06,5,385.54,44,0.0,3.0,30.5
919029164060,False,1118.26,19,221.68,31,0.0,4.0,51.57142857142857
917240752042,True,2277.1,0,730.97,77,0.0,6.0,24.0
917261810763,True,3520.72,96,197.58,48,0.0,4.0,40.5
917601877719,False,2741.26,5,410.42,70,0.0,6.0,82.5
918913652314,True,4107.05,97,661.08,49,0.0,8.0,39.285714285714285
917698604397,True,2163.57,38,479.72,40,0.0,6.0,62.666666666666664
918171040915,False,596.83,91,653.82,92,0.0,7.0,64.2
919812868150,True,314.01,81,378.97,88,0.0,4.0,53.75
918321694065,True,1960.65,33,531.28,27,0.0,7.0,51.0
919185386258,False,3112.68,80,765.14,34,0.0,9.0,38.5
917088098508,True,3811.68,29,225.6,34,0.0,5.0,61.6
919127354612,False,1819.62,51,663.97,26,1.0,5.0,67.66666666666667
