msisdn,event_occurrence_flag,satisfaction_score,primary_tower_id
917547374338,False,26,TWR_058
917547847544,True,9,TWR_031
917548157187,False,31,TWR_013
917548852796,False,68,TWR_147
917548870021,True,82,TWR_050
917549203872,False,31,TWR_082
917549262370,False,41,TWR_043
917549515893,False,36,TWR_026
917550606479,False,0,TWR_009
917550679848,True,79,TWR_024
917550812184,True,77,TWR_195
917551192946,False,44,TWR_036
917551395583,False,14,TWR_119
917551437149,True,63,TWR_293
917552605034,False,40,TWR_038
917552824466,True,59,TWR_085
917553155490,False,10,TWR_248
917553753599,False,58,TWR_054
917553843145,False,34,TWR_058
917554192345,False,27,TWR_038
917554465497,False,82,TWR_100
917554848380,False,88,TWR_213
917555426027,True,12,TWR_014
917555705131,True,13,TWR_058
917555794362,False,18,TWR_074
917557113691,False,18,TWR_057
917557363168,False,15,TWR_004
917557376230,False,100,TWR_136
917557947412,False,89,TWR_020
917558311957,False,44,TWR_304
917558617715,,68,TWR_006
917558631501,True,57,TWR_045
917558663601,False,76,TWR_091
917558744968,True,9,TWR_214
917558841618,False,12,TWR_057
917559201866,True,24,TWR_009
917559283112,False,27,TWR_002
917559758111,False,4,TWR_031
917559957102,False,43,TWR_031
917560448350,True,41,TWR_050
917560655311,True,84,TWR_069
917560898021,False,69,TWR_358
917561160362,False,72,TWR_101
917561387824,False,60,TWR_099
917561417687,False,27,TWR_048
917561636336,False,17,TWR_055
917561866144,False,90,TWR_079
917562117925,False,0,TWR_070
917562697526,True,69,TWR_195
917562851356,True,75,TWR_026
917563238419,True,66,TWR_047
917563321747,False,26,TWR_055
917563524533,False,90,TWR_079
917563637820,True,95,TWR_032
917563830893,False,62,TWR_206
917563871947,False,30,TWR_013
917564409423,True,63,TWR_044
917564985269,True,46,TWR_012
917565093275,False,100,TWR_002
917565956995,True,67,TWR_051
917566056427,False,27,TWR_002
917566090561,False,46,TWR_029
917566562369,False,44,TWR_285
917566590088,True,81,TWR_037
917566696611,False,18,TWR_429
917566739190,True,84,TWR_078
917566862173,True,58,TWR_048
917567053223,True,23,TWR_059
917567622001,True,100,TWR_006
917567687951,False,31,TWR_027
917567747634,True,10,TWR_057
917567851370,False,95,TWR_191
917567958961,False,21,TWR_054
917568275055,False,49,TWR_043
917568284681,False,30,TWR_019
917568896616,False,49,TWR_025
917569113257,True,58,TWR_148
917569132884,True,79,TWR_004
917569249644,True,98,TWR_042
917569820733,True,54,TWR_080
917569902893,False,60,TWR_287
917569941254,False,39,TWR_262
917569993705,True,70,TWR_079
917570015858,False,0,TWR_032
917570412914,False,26,TWR_222
917571186857,True,80,TWR_120
917571858688,False,57,TWR_087
917572110839,False,93,TWR_074
917572687073,False,41,TWR_007
917572823571,False,24,TWR_189
917572827654,False,54,TWR_129
917572989855,False,49,TWR_012
917573420239,False,80,
917573437604,False,18,TWR_126
917573673552,False,88,TWR_136
917574621243,False,77,TWR_150
917575015625,True,30,TWR_036
917575023565,True,87,TWR_049
917575246182,True,77,TWR_025
917575301286,False,52,TWR_049
917575897664,True,52,TWR_068
917575923974,True,86,TWR_015
917576384364,False,66,TWR_018
917576717254,False,33,TWR_357
917576775951,False,13,TWR_019
917576839151,True,50,TWR_026
917577181411,False,36,TWR_077
917577551466,True,57,TWR_151
917577622607,False,68,TWR_029
917577869770,False,68,TWR_001
917578138594,False,1,TWR_100
917578257249,True,97,TWR_063
917578635360,False,64,TWR_015
917578670284,False,42,TWR_091
917579187439,False,86,TWR_043
917579265528,True,100,TWR_084
917580188682,False,99,TWR_051
917580310006,False,30,TWR_319
917580314097,True,32,TWR_057
917580905051,False,7,TWR_087
917581137750,False,71,TWR_195
917581662546,True,35,TWR_039
917581923103,False,0,TWR_002
917581956867,False,36,TWR_102
917582349911,False,3,TWR_002
917582611532,False,68,TWR_037
917582672654,True,28,TWR_003
917582824840,False,13,TWR_016
917582949109,True,53,TWR_065
917583058549,True,4,
917583152392,True,28,TWR_060
917583739168,True,48,TWR_157
917584511650,True,90,TWR_109
917584595923,False,84,TWR_018
917584650163,True,16,TWR_011
917585405992,False,25,TWR_006
917585753895,False,94,TWR_470
917585853361,True,53,TWR_192
917585965093,False,76,TWR_004
917586055431,True,45,TWR_117
917586269483,False,92,TWR_056
917586298866,True,78,TWR_134
917586412136,False,13,TWR_054
917586795774,False,7,TWR_188
917587462342,True,99,TWR_329
917588097152,False,60,TWR_298
917588193385,True,8,TWR_146
917588566728,False,41,TWR_214
917588965831,True,95,TWR_148
917589112843,True,77,TWR_335
917589320181,False,0,TWR_106
917589356566,True,55,TWR_149
917589418977,False,18,TWR_089
917589424206,False,56,TWR_055
917589530134,False,0,TWR_003
917589582865,False,54,TWR_010
917589825310,False,71,TWR_014
917589979266,True,56,TWR_016
917590416424,False,51,TWR_070
917590521614,True,55,TWR_022
917590612666,True,78,TWR_024
917590838716,False,1,TWR_068
917590985753,False,34,TWR_105
917591395970,True,94,TWR_018
917591728242,True,30,TWR_004
917592135522,True,9,TWR_021
917592681126,True,28,TWR_113
917592999772,False,40,TWR_157
917593059748,False,17,TWR_034
917593176411,True,49,TWR_030
917593478613,False,3,TWR_150
917594130308,True,73,TWR_055
917594312071,False,29,TWR_113
917594399606,False,5,TWR_002
917594417160,True,3,TWR_015
917594448391,True,42,TWR_028
917594458674,True,18,TWR_065
917594948687,False,87,TWR_114
917595181663,True,33,TWR_242
917595385173,False,88,TWR_094
917596110070,True,84,TWR_065
917596313527,True,14,TWR_007
917596471620,False,87,TWR_100
917596642845,True,52,TWR_040
917596864325,False,25,TWR_228
917597060483,False,25,TWR_003
917597296237,True,95,TWR_100
917597769760,False,15,TWR_109
917598009614,False,65,TWR_040
917598818493,False,33,TWR_104
917599310825,True,99,TWR_060
917599438632,False,76,TWR_014
917599707677,False,59,TWR_213
917600337712,False,72,TWR_019
917600354779,False,40,TWR_026
917600406558,False,2,TWR_032
917600566083,False,22,TWR_001
917600992653,False,90,TWR_213
917601050402,True,6,TWR_138
917601083212,True,33,TWR_020
917601117291,False,43,TWR_046
917601172960,True,47,TWR_347
917601302589,True,12,TWR_086
917601351841,False,14,TWR_071
917601877719,False,70,TWR_016
917602078388,True,15,TWR_006
917602569046,True,41,TWR_023
917602887521,True,27,TWR_041
917603224661,True,21,TWR_138
917603701279,True,68,TWR_151
917603923411,True,15,TWR_091
917604058666,False,73,TWR_226
917604546780,False,39,TWR_106
917605064858,False,58,TWR_150
917606607450,True,90,TWR_047
917607082537,True,25,TWR_027
917607130330,True,0,TWR_032
917607196157,False,16,TWR_074
917607430264,False,42,TWR_066
917607981933,False,49,TWR_078
917608126462,True,78,TWR_174
917608393560,True,29,TWR_017
917608490241,False,19,TWR_256
917609008040,False,15,TWR_060
917609346980,True,4,TWR_051
917610261057,False,35,TWR_029
917610324690,False,8,TWR_020
917610485820,False,58,TWR_050
917610622521,True,12,TWR_051
917610900200,False,22,TWR_109
917610914498,False,53,TWR_228
917611428695,True,4,TWR_220
917611489444,False,45,TWR_055
917611840071,True,95,TWR_086
917612943949,False,68,TWR_106
917613233132,False,1,TWR_102
917613549255,False,52,TWR_133
917613619380,False,86,TWR_026
917613628803,True,48,TWR_027
917614557693,False,3,TWR_039
917614685938,False,63,TWR_191
917615143045,True,83,TWR_349
917615260464,False,36,TWR_054
917615298850,True,19,TWR_046
917615447530,True,81,TWR_100
917615758990,True,79,TWR_043
917616657849,True,78,TWR_103
917616926023,False,48,TWR_059
917617052325,True,7,TWR_017
917617262027,False,37,TWR_286
917617279928,False,57,TWR_057
917617842513,True,23,TWR_269
917617928099,False,70,TWR_028
917618457607,False,10,TWR_077
917618799724,False,30,TWR_253
917619142798,False,98,TWR_170
917619298045,True,22,
917619623590,True,33,TWR_019
917619668903,False,93,TWR_250
917619962132,True,13,TWR_020
917619986018,True,28,TWR_176
917621083944,True,52,TWR_006
917621232513,True,35,TWR_030
917621430136,False,72,TWR_146
917622118862,True,20,TWR_088
917622390281,True,94,TWR_055
917622518030,False,54,TWR_122
917623071990,True,92,TWR_078
917623413787,True,25,TWR_023
917623424790,True,24,TWR_003
917623432493,False,31,TWR_138
917624173500,False,67,TWR_149
917624180869,False,30,TWR_004
917624378340,True,62,TWR_101
917624419030,False,51,TWR_024
917625015806,True,11,TWR_041
917625162463,False,84,TWR_018
917625217504,True,36,TWR_116
917625279820,False,78,TWR_025
917626285594,True,37,TWR_184
917626394068,True,22,TWR_045
917626733282,True,23,TWR_035
917626785308,True,100,TWR_055
917626819783,True,62,TWR_106
917627276995,False,70,TWR_010
917627442454,True,4,TWR_091
917627654163,True,68,TWR_016
917627920145,True,100,TWR_009
917628110811,False,7,TWR_148
917628905148,False,1,TWR_117
917628973138,False,57,TWR_230
917629110165,False,30,TWR_184
917629441413,True,79,TWR_066
917630180604,False,71,TWR_009
917630766676,True,29,TWR_115
917630780803,True,69,TWR_438
917631718712,True,0,TWR_019
917632857647,True,16,TWR_019
917632880459,False,76,TWR_030
917632966915,False,10,TWR_006
917633282877,False,33,TWR_125
917633740357,True,43,TWR_209
917633814084,True,49,TWR_036
917634268193,False,50,TWR_010
917634323009,False,60,TWR_083
917634418273,True,2,TWR_074
917634554320,True,57,TWR_236
917634691836,False,15,TWR_044
917635132230,,32,TWR_176
917635415559,True,71,TWR_022
917635422970,True,56,TWR_021
917635457782,False,77,TWR_146
917635708419,False,22,TWR_062
917635885849,True,56,TWR_281
917636057975,False,38,TWR_106
917636366607,False,53,TWR_062
917636513034,True,80,TWR_101
917636755414,True,38,TWR_125
917637045876,False,14,TWR_035
917637088959,True,93,TWR_081
917637108294,True,93,TWR_043
917638212450,False,30,TWR_070
917638260192,False,2,TWR_132
917638321534,False,36,TWR_030
917638367047,False,37,TWR_036
917638373812,True,47,TWR_060
917638465996,False,42,TWR_132
917639324232,False,20,TWR_041
917639509845,False,63,TWR_006
917639695273,False,95,TWR_033
917639750957,False,84,TWR_072
917639819990,True,59,TWR_175
917639875354,False,58,TWR_096
917639904576,False,69,TWR_017
917640183291,False,98,TWR_145
917640570713,False,97,TWR_038
917640798731,False,83,TWR_398
917640879683,False,40,TWR_023
917640883910,False,100,TWR_203
917640884760,False,30,TWR_204
917641029050,False,42,TWR_123
917641259710,False,78,TWR_099
917641327636,False,96,TWR_013
917642181881,True,98,TWR_003
917642304025,True,13,TWR_119
917642360440,False,83,TWR_341
917642441295,True,50,TWR_013
917642708893,False,4,TWR_042
917643611097,False,70,TWR_035
917643941414,True,2,TWR_024
917644082961,False,20,TWR_116
917644608746,False,52,TWR_024
917644630523,False,5,TWR_008
917645277642,True,49,TWR_201
917645848526,True,66,TWR_009
917646275116,False,100,TWR_059
917646384280,False,63,TWR_060
917646677686,False,72,TWR_091
917647181551,False,62,TWR_024
917647444557,True,43,TWR_369
917647588523,True,74,TWR_076
917647812758,True,74,TWR_117
917647943369,False,51,TWR_013
917648334319,True,2,TWR_294
917648357091,True,74,TWR_047
917648667392,,92,TWR_043
917649101302,False,46,TWR_113
917649122505,True,28,TWR_089
917649306170,True,87,TWR_153
917649677141,True,15,TWR_205
917650146942,True,8,TWR_094
917650392310,True,86,TWR_033
917651149137,False,29,TWR_029
917651165188,False,25,TWR_263
917651581691,True,15,TWR_027
917651662547,True,47,TWR_092
917652650570,True,27,TWR_075
917653287375,False,78,TWR_023
917653476296,True,93,TWR_110
917654477195,False,90,TWR_258
917654531367,True,20,TWR_142
917654602021,True,8,
917654648523,True,38,TWR_059
917655579180,False,50,TWR_404
917655757505,False,50,TWR_048
917655998939,True,86,TWR_066
917656052639,True,41,TWR_070
917656293602,False,80,TWR_135
917656439677,False,6,TWR_045
917656448479,True,16,TWR_080
917656570734,False,68,TWR_010
917657091982,False,65,TWR_055
917657196424,False,5,TWR_111
917657675888,True,46,TWR_070
917657926994,False,77,TWR_060
917657978181,True,38,TWR_018
917658437876,False,70,
917659011900,False,89,TWR_007
917659212199,True,52,TWR_044
917659663750,True,38,TWR_117
917660150996,True,24,TWR_139
917660370908,True,4,TWR_014
917660460633,False,89,TWR_110
917661074643,False,72,TWR_152
917661300942,False,96,TWR_044
917661527911,False,49,TWR_020
917661759010,True,33,TWR_108
917661989794,True,72,TWR_032
917662003357,True,71,TWR_204
917662040130,False,42,TWR_172
917662070480,False,65,TWR_020
917662259333,True,6,TWR_050
917662373991,False,88,TWR_002
917662510569,True,52,TWR_010
917662572988,True,67,TWR_060
917662614186,False,18,TWR_124
917662695110,True,90,TWR_029
917662976399,True,62,
917663670797,True,7,TWR_215
917663801533,True,6,TWR_031
917663808303,True,93,TWR_086
917664494972,True,40,TWR_210
917664561034,False,64,TWR_128
917664768939,True,68,TWR_022
917664847319,False,24,TWR_098
917664885408,False,19,TWR_048
917665484476,True,23,
917665685329,False,58,TWR_004
917665829369,True,76,TWR_196
917666019265,True,74,TWR_093
917666241244,True,69,TWR_039
917666898313,False,23,TWR_214
917667339697,False,21,TWR_255
917667379034,True,32,TWR_112
917667483244,False,22,TWR_036
917667643690,True,52,TWR_118
917667779376,False,53,TWR_231
917668210614,True,44,TWR_074
917668801732,True,48,TWR_171
917669977163,False,43,TWR_101
917669995863,False,58,TWR_258
917670243704,False,58,TWR_076
917670474924,False,96,TWR_069
917671350453,False,47,TWR_187
917671363930,False,54,TWR_019
917671404204,False,36,TWR_480
917672302490,False,15,TWR_202
917673399852,True,14,TWR_029
917673621345,False,67,TWR_020
917673997936,False,71,TWR_011
917674332429,True,1,TWR_108
917674449642,True,72,TWR_060
917674555072,False,79,TWR_001
917674755608,True,100,TWR_104
917675641216,True,52,TWR_039
917675844672,True,24,TWR_104
917676067682,False,6,TWR_110
917676070354,False,56,TWR_076
917676168421,False,76,TWR_068
917676220116,False,83,TWR_242
917676440254,False,36,TWR_141
917676474018,True,15,TWR_061
917676479877,True,48,TWR_012
917676952884,True,71,TWR_015
917677309706,False,3,TWR_089
917677517496,False,74,TWR_430
917677546830,False,24,TWR_110
917677842235,True,7,TWR_160
917678351760,True,26,TWR_235
917678500147,False,58,TWR_128
917678534043,False,9,TWR_253
917678800733,True,24,
917678810634,False,72,TWR_080
917678950361,False,15,TWR_053
917679282378,False,59,TWR_075
917679362694,False,1,TWR_025
917680229045,True,0,TWR_017
917680473653,True,86,TWR_032
917681205304,False,83,TWR_077
917681230929,True,100,TWR_017
917681809785,True,0,TWR_029
917682781467,,92,TWR_244
917682802977,True,82,TWR_104
917682986933,True,23,TWR_169
917683577992,True,53,TWR_125
917683749521,False,96,TWR_079
917683855081,False,84,TWR_073
917684370461,True,82,TWR_341
917684439498,True,44,TWR_074
917684491050,False,80,TWR_310
917684598046,False,74,TWR_101
917685583357,True,91,TWR_060
917685731524,False,69,TWR_162
917685904828,False,13,TWR_030
917685978550,False,18,TWR_212
917686162224,False,62,TWR_140
917686763846,False,11,TWR_045
917687117441,False,12,TWR_003
917687137742,False,15,TWR_085
917687312201,False,23,TWR_041
917687777633,False,43,TWR_037
917688170710,True,93,TWR_150
917688536251,True,5,TWR_001
917688669432,False,31,TWR_050
917688669716,False,26,TWR_062
917688799369,False,53,TWR_085
917689588485,True,28,TWR_154
917689704353,True,78,TWR_011
917690364509,True,48,TWR_114
917690587281,True,47,TWR_213
917690737494,True,70,TWR_175
917691079537,True,61,TWR_085
917691184145,False,65,TWR_056
917691212228,False,77,TWR_031
917691293717,True,0,TWR_109
917692044390,True,44,TWR_027
917692547412,False,24,TWR_158
917692583718,True,91,TWR_027
917692921852,False,74,TWR_108
917692929517,True,5,TWR_109
917693847829,False,81,TWR_181
917693989311,False,29,TWR_071
917694904767,False,5,TWR_097
917694937859,False,89,TWR_096
917695638799,True,46,TWR_080
917695642802,False,85,TWR_254
917695782515,False,29,TWR_079
917695895299,True,87,TWR_003
917696034559,False,49,TWR_079
917696317695,True,97,TWR_244
917696846464,False,81,TWR_031
917697718498,False,53,TWR_010
917697907532,False,80,TWR_085
917697939765,False,5,TWR_324
917697940975,True,34,TWR_012
917698351408,False,84,TWR_017
917698594025,False,11,TWR_249
917698604397,False,40,TWR_058
917699404386,True,14,TWR_155
917699423543,True,15,TWR_054
917699681969,False,3,TWR_404
917699824916,False,46,TWR_065
917700204852,False,10,TWR_018
917701237129,True,74,TWR_013
917701406202,True,99,TWR_021
917701548051,True,77,TWR_274
917701808367,True,95,TWR_020
917702285630,False,17,TWR_101
917702463180,True,40,TWR_013
917703368777,True,69,TWR_041
917703457120,False,3,TWR_072
917703474164,True,40,TWR_061
917703655804,False,96,TWR_004
917704348972,True,79,TWR_049
917704875220,True,74,TWR_087
917704994153,False,88,TWR_063
917705041929,True,73,TWR_164
917705769131,False,17,TWR_011
917705895455,True,89,TWR_169
917705985174,False,86,TWR_118
917706681697,False,58,TWR_104
917706712922,False,15,TWR_027
917707111048,True,76,TWR_076
917707196784,True,90,TWR_041
917707665514,True,25,TWR_422
917708169264,True,45,TWR_014
917708600119,False,93,TWR_059
917708657549,True,57,TWR_040
917708695913,True,25,TWR_060
917708861714,False,0,TWR_052
917709214891,False,27,TWR_247
917710404224,False,44,TWR_052
917710924824,False,22,TWR_002
917710985298,False,63,TWR_124
917711271599,False,4,TWR_290
917711310051,False,91,TWR_139
917712292620,False,10,TWR_023
917712632936,False,40,TWR_226
917712833513,False,49,TWR_007
917712885628,True,4,TWR_186
917713417649,True,57,TWR_080
917714300770,False,36,TWR_029
917714418166,False,69,TWR_124
917714418371,False,23,TWR_018
917714430728,True,68,TWR_068
917714523942,False,64,TWR_008
917714531298,True,20,TWR_248
917715054503,True,14,TWR_034
917715658458,False,41,TWR_001
917715733827,False,78,TWR_005
917716309186,True,89,TWR_087
917716440566,True,48,TWR_076
917716681967,True,30,TWR_254
917716750131,False,61,TWR_133
917716875001,False,58,TWR_066
917717100421,True,20,TWR_005
917717346250,False,66,TWR_082
917717458387,True,78,TWR_049
917717843296,False,57,TWR_002
917717967293,True,98,TWR_058
917718150313,True,31,TWR_101
917718348264,False,15,TWR_109
917718476143,True,4,TWR_180
917718625803,True,87,TWR_033
917718807242,False,64,TWR_305
917718955214,True,7,TWR_206
917719442108,True,80,TWR_368
917719731446,False,42,TWR_323
917719838233,True,5,TWR_091
917720359227,False,90,TWR_002
917720648887,True,37,TWR_008
917721070971,False,85,TWR_037
917721508131,False,76,TWR_081
917721772903,False,100,TWR_079
917722124509,False,98,TWR_006
917722452036,False,94,TWR_028
917722558006,True,97,TWR_240
917722821534,False,39,TWR_018
917723175276,False,8,TWR_199
917724156214,False,10,TWR_181
917724285673,True,64,TWR_076
917724301196,False,6,TWR_068
917724660700,True,89,TWR_008
917724801332,True,82,TWR_004
917725783958,True,57,TWR_043
917726189798,False,78,TWR_009
917726945805,False,77,TWR_014
917726990714,True,93,TWR_085
917727923480,True,68,TWR_092
917728004476,False,70,TWR_148
917728353118,False,78,TWR_084
917728818981,False,81,TWR_235
917729196312,True,84,TWR_031
917729571043,True,81,TWR_259
917729867338,False,65,TWR_196
917730074215,True,72,TWR_029
917730087155,False,90,TWR_066
917730596287,False,25,TWR_113
917730672201,False,84,TWR_105
917731517326,True,57,TWR_006
917732343731,True,67,TWR_105
917732344664,False,47,TWR_008
917732578761,True,47,TWR_305
917732755730,True,35,TWR_010
917733105340,True,79,TWR_282
917733587041,False,70,TWR_002
917733718685,True,12,TWR_147
917733945397,True,63,TWR_085
917735034881,False,91,TWR_399
917735301069,False,72,TWR_057
917735304049,False,90,
917735563832,True,2,TWR_114
917735620429,True,90,TWR_158
917736086849,False,41,TWR_046
917737597717,True,67,TWR_024
917737605316,True,73,TWR_061
917737761377,False,14,TWR_004
917738189691,True,63,TWR_009
917739592196,False,87,TWR_039
917739624109,True,66,TWR_423
917739803849,False,37,TWR_142
917741000011,False,53,TWR_006
917741134891,False,74,TWR_175
917741553420,True,70,TWR_139
917742042844,True,13,TWR_105
917742201314,True,78,TWR_047
917742509523,True,8,TWR_442
917742610535,False,73,TWR_430
917743396374,True,73,TWR_217
917743812855,False,70,TWR_037
917743891149,True,37,TWR_129
917744037800,False,90,TWR_107
917744279636,False,84,TWR_061
917744790751,False,47,TWR_071
917744951997,True,33,TWR_297
917745086724,True,84,TWR_135
917745172634,False,12,TWR_065
917745822208,,9,TWR_017
917746087503,True,69,TWR_013
917746196273,False,31,TWR_029
917746444391,True,34,TWR_032
917746523513,True,54,TWR_023
917746679280,True,35,TWR_026
917746756255,False,50,TWR_148
917747441732,True,55,TWR_010
917747715196,True,14,TWR_091
917748194762,True,54,TWR_066
917748381742,True,27,TWR_033
917749270915,True,87,TWR_135
917749459431,True,2,TWR_038
917749638562,True,36,TWR_277
917749681967,False,63,TWR_114
917749960739,True,31,TWR_181
917750338556,False,78,TWR_155
917750394310,True,53,TWR_040
917750761833,False,81,TWR_101
917751159774,False,9,TWR_096
917751674031,True,71,TWR_194
917751768690,True,60,TWR_009
917751897503,True,53,TWR_132
917751917162,True,28,TWR_085
917752002052,False,54,TWR_074
917752191321,True,11,TWR_121
917752281823,False,99,TWR_077
917752438459,True,89,TWR_103
917752767775,False,13,TWR_202
917752783751,False,49,TWR_099
917753129506,False,39,TWR_088
917753162653,True,42,TWR_407
917753334536,True,69,TWR_027
917753744909,False,73,TWR_042
917754010571,False,96,TWR_143
917754321211,False,77,TWR_017
917754368373,True,82,TWR_089
917754393408,True,11,TWR_085
917754603440,True,64,TWR_277
917754927096,False,12,TWR_098
917755006725,True,91,TWR_081
917755427535,True,19,TWR_160
917755431522,True,72,TWR_012
917755850781,True,3,TWR_104
917756345332,True,41,TWR_135
917756502473,False,10,TWR_081
917756661586,False,64,TWR_028
917757305041,True,42,TWR_118
917758522476,True,44,TWR_216
917758569854,True,36,TWR_048
917759454456,False,21,TWR_062
917759647311,False,23,TWR_166
917760366580,True,32,TWR_097
917760434128,False,62,TWR_038
917760545067,False,98,TWR_083
917760836806,True,44,TWR_038
917761078677,False,10,TWR_139
917762009939,False,39,TWR_055
917762022478,True,19,TWR_107
917762038402,True,30,TWR_070
917762184337,True,39,TWR_008
917762716154,True,61,TWR_041
917762946257,True,56,TWR_078
917763251269,True,26,TWR_191
917763699730,False,76,TWR_366
917764201331,False,32,TWR_035
917764470510,False,67,TWR_038
917764550571,True,1,TWR_101
917764765165,False,94,TWR_017
917765571034,False,12,TWR_026
917766403264,True,63,TWR_281
917766538381,True,0,TWR_007
917766590443,True,81,TWR_169
917766942939,True,70,TWR_068
917767247805,True,27,TWR_007
917767303988,True,69,TWR_119
917767594840,True,13,TWR_206
917767990928,False,54,TWR_117
917768226906,False,77,TWR_020
917768277634,True,41,TWR_027
917768360597,True,50,TWR_028
917768631342,True,27,TWR_029
917768726107,True,60,TWR_150
917769210137,False,18,TWR_110
917769422699,False,28,TWR_153
917769945233,False,5,TWR_022
917770075995,False,36,TWR_238
917770278136,False,92,TWR_029
917770321709,False,99,TWR_136
917770348179,False,14,TWR_028
917770397831,True,59,TWR_020
917770398201,True,32,TWR_024
917770572350,True,77,TWR_269
917770695571,True,37,TWR_045
917771170784,True,43,TWR_014
917771992012,False,61,TWR_131
917772112249,True,26,TWR_065
917772223853,False,32,TWR_048
917772303297,False,89,TWR_297
917772618336,False,43,TWR_005
917772695667,False,84,TWR_028
917772736132,True,3,TWR_017
917772781491,False,62,TWR_261
917773013901,False,82,TWR_068
917773096126,False,92,TWR_019
917773255350,True,0,TWR_086
917773338452,True,5,TWR_210
917774223342,False,84,TWR_013
917774626412,False,17,TWR_046
917774682704,True,41,TWR_013
917774797220,False,27,TWR_038
917774881143,False,61,TWR_101
917775054695,False,76,TWR_029
917775537306,False,47,TWR_089
917775674729,False,57,TWR_021
917775907148,True,5,TWR_010
917776083520,True,93,TWR_105
917776569551,True,95,TWR_015
917776727492,False,100,TWR_039
917776738530,True,38,TWR_074
917777972586,False,18,TWR_113
917778508164,False,12,TWR_040
917778926596,True,5,TWR_058
917779130936,False,46,TWR_158
917779489931,False,70,TWR_237
917779982123,False,59,TWR_101
917780520225,False,45,TWR_043
917780996231,False,14,TWR_171
917781186472,False,77,TWR_076
917781208412,False,50,TWR_224
917781525718,False,80,TWR_048
917782035199,False,92,TWR_025
917782577962,False,64,TWR_025
917782878018,True,29,TWR_047
917782888812,True,80,TWR_108
917783432867,False,20,TWR_096
917785053225,False,0,TWR_015
917785418196,False,35,TWR_040
917785428658,True,63,TWR_070
917786170238,True,75,TWR_052
917786272577,False,91,TWR_040
917786310279,True,64,TWR_028
917786585993,True,86,TWR_091
917787042009,False,100,TWR_021
917787495451,False,81,TWR_246
917788075126,True,96,TWR_129
917789155661,False,74,TWR_091
917789711774,True,18,TWR_063
917789754192,False,30,TWR_449
917789785197,False,76,TWR_037
917789903223,False,64,TWR_008
917790172950,False,34,TWR_236
917790242728,False,93,TWR_022
917790479137,True,39,TWR_034
917790854733,True,39,TWR_032
917791403539,False,20,TWR_300
917791835934,True,59,TWR_015
917792214339,True,6,TWR_018
917792406808,False,66,TWR_270
917793480168,False,18,TWR_066
917793575163,False,84,TWR_146
917793629209,False,58,TWR_245
917793631899,True,60,TWR_288
917793881710,True,68,TWR_034
917794058803,False,2,TWR_212
917794335873,True,7,TWR_043
917794944308,True,79,TWR_025
917795109167,True,55,TWR_082
917795212538,False,70,TWR_017
917796863703,False,43,TWR_091
917797737957,False,4,TWR_122
917797806061,False,17,TWR_164
917797966424,True,20,TWR_149
917798112150,False,60,TWR_292
917798595882,False,69,TWR_028
917798891483,False,12,TWR_149
917799070274,False,92,TWR_062
917799718923,True,94,TWR_115
917800202342,False,45,TWR_013
917800392193,False,36,TWR_303
917800525739,False,22,TWR_089
917800656591,True,58,TWR_011
917801178627,False,18,TWR_047
917801367625,False,39,TWR_107
917801555686,False,62,TWR_098
917802373824,True,16,TWR_033
917802753761,,87,TWR_071
917802986386,True,11,TWR_001
917803058282,True,59,TWR_012
917803582272,False,83,TWR_052
917803807914,True,0,TWR_066
917803813604,True,8,TWR_083
917803982387,True,52,TWR_125
917804507108,True,46,TWR_041
917804786298,True,40,TWR_331
917804841598,True,15,TWR_155
917805492785,True,46,TWR_088
917805660882,True,13,TWR_175
917806549529,False,12,TWR_258
917807168703,True,95,TWR_124
917807177651,False,33,TWR_061
917807456518,True,10,TWR_183
917808155185,False,60,TWR_104
917808403470,False,24,TWR_059
917808428103,True,69,TWR_099
917808457424,True,39,TWR_081
917808482355,True,56,TWR_136
917808972471,False,85,TWR_038
917809000407,False,40,TWR_002
917809243907,True,65,TWR_037
917809283659,False,77,TWR_104
917809517372,True,58,TWR_017
917809906184,False,22,TWR_027
917810230640,True,88,TWR_155
917810255760,True,68,TWR_096
917810825323,True,54,TWR_122
917811405047,True,85,TWR_071
917811839103,False,82,TWR_050
917812009356,False,13,TWR_122
917813308619,False,74,TWR_064
917813449059,False,42,TWR_012
917813726301,True,70,TWR_029
917813743830,True,88,TWR_059
917815080993,True,76,TWR_039
917815221547,False,18,TWR_054
917815331250,False,52,TWR_054
917815401018,False,44,TWR_077
917815483101,False,93,TWR_096
917815605132,True,62,TWR_099
917815679418,True,86,TWR_326
917815976168,False,86,TWR_120
917816145550,True,85,TWR_097
917816382125,True,65,TWR_096
917816610683,,64,TWR_204
917816763181,False,10,TWR_047
917816941039,True,76,TWR_429
917816952955,True,93,TWR_032
917817804383,False,55,TWR_023
917818112342,True,96,TWR_098
917818147210,False,78,TWR_025
917818380955,False,59,TWR_044
917818520766,False,69,TWR_180
917818529567,False,52,TWR_017
917818665301,True,90,TWR_059
917819412471,True,65,TWR_113
917819488717,False,61,TWR_026
917819971340,True,36,TWR_033
917820352323,True,21,TWR_244
917820581106,True,15,TWR_100
917820782998,False,38,TWR_409
917822662216,True,43,TWR_032
917822690321,False,87,TWR_069
917822873088,False,95,TWR_079
917822987217,True,92,TWR_063
917823946934,False,76,TWR_129
917824216542,False,52,TWR_013
917824272995,False,48,TWR_225
