msisdn,tenure_in_days,survival_prob_pct,aggregated_call_drop_frequency,handover_failure_rate,average_rsrp_dbm
918972357370,56,7.62,0.0,0.0,48.25
917921090693,79,38.86,0.0,0.0,42.75
918251366008,62,11.21,0.0,0.0,49.5
919678296395,81,57.79,0.0,0.0,37.75
917542366274,96,39.49,0.0,0.0,43.4
919693985578,9,83.16,0.0,0.0,52.4
919464141209,46,96.22,0.0,0.0,37.2
918584461407,55,73.65,0.0,0.0,47.333333333333336
918955683348,49,47.78,0.0,0.0,46.25
917819412471,25,50.74,0.0,0.0,34.0
919774131811,14,55.02,0.0,0.0,59.333333333333336
918115862756,41,11.2,0.0,0.0,54.0
917514874186,42,62.59,0.0,0.0,39.0
917816952955,42,75.45,0.0,0.0,44.666666666666664
919630416242,58,63.82,0.0,0.0,43.375
918996668602,87,88.78,0.0,0.0,46.4
918000721711,97,8.06,0.0,0.0,13.333333333333334
917867922818,22,69.52,0.0,0.0,45.833333333333336
918296071464,88,35.51,0.0,0.0,55.5
919625401719,86,93.75,0.0,0.0,33.75
918802089646,71,2.24,0.0,0.0,73.66666666666667
917691293717,14,40.19,0.0,0.0,30.142857142857142
917443614797,65,42.41,0.0,0.0,64.375
919639190897,17,83.95,0.0,0.0,23.0
919188398760,43,49.37,0.0,0.0,56.5
919377368257,16,10.32,0.0,0.0,61.57142857142857
917833889032,44,25.16,0.0,0.0,65.8
918008752943,2,30.52,0.0,0.0,65.5
919560968626,90,47.18,0.0,0.0,42.0
919693648923,45,87.61,0.0,0.0,44.0
919841827734,56,95.8,0.0,0.0,53.4
917792406808,20,91.51,0.0,0.0,60.0
918174653422,40,38.07,0.0,0.0,67.0
918537262560,63,65.48,0.0,0.0,48.5
919434319360,42,19.53,0.0,0.0,61.666666666666664
917653287375,83,92.37,0.0,0.0,49.25
917743812855,17,95.22,0.0,0.0,39.2
918910126009,96,20.15,0.0,0.0,38.333333333333336
918858906417,100,35.97,0.0,0.0,29.666666666666668
919057422183,55,14.87,0.0,0.0,29.333333333333332
919478286982,58,85.82,0.0,0.0,52.5
917592135522,3,20.31,0.0,0.0,44.166666666666664
918639256813,24,62.5,0.0,0.0,41.57142857142857
919480992821,80,66.17,0.0,0.0,51.6
917158987731,50,8.06,0.0,0.0,35.0
919541190928,25,43.2,0.0,0.0,74.5
919751163659,93,23.77,0.0,0.0,49.75
919031417512,9,76.25,0.0,0.0,51.333333333333336
917225299266,29,61.38,0.0,0.0,31.4
918687263275,82,49.49,0.0,0.0,41.5
918264942028,39,93.07,0.0,0.0,41.333333333333336
918622370616,5,35.26,0.0,0.0,37.0
918817320723,49,77.09,0.0,0.0,50.0
918903083702,33,8.9,0.0,0.0,58.8
918760097041,80,11.62,0.0,0.0,73.66666666666667
919473759462,52,76.28,0.0,0.0,19.0
919500339713,38,96.55,0.0,0.0,58.166666666666664
918326856608,70,17.27,0.0,0.0,34.333333333333336
918145921803,32,5.95,0.0,0.0,87.33333333333333
919940749808,7,35.32,0.0,0.0,41.666666666666664
917619142798,7,92.19,0.0,0.0,27.11111111111111
917636513034,24,65.6,0.0,0.0,53.333333333333336
917877286584,44,12.61,0.0,0.0,39.4
918144335983,4,39.37,0.0,0.0,64.0
919187880715,95,48.76,0.0,0.0,17.0
919186664545,23,30.29,0.0,0.0,56.22222222222222
919139473127,29,31.77,0.0,0.0,92.5
917582949109,33,24.39,0.0,0.0,50.6
917666241244,92,35.0,0.0,0.0,57.5
917813726301,98,70.02,0.0,0.0,55.142857142857146
917798891483,81,51.7,0.0,0.0,61.111111111111114
917117898946,43,77.95,0.0,0.0,52.0
917194518221,60,13.07,0.0,0.0,51.25
917915580209,49,34.18,0.0,0.0,56.333333333333336
919950019339,87,4.76,0.0,0.0,29.8
918847205403,81,46.56,0.0,0.0,54.6
919400244542,39,55.02,0.0,0.0,44.5
918778069478,16,68.93,0.0,0.0,44.857142857142854
919774509349,32,97.52,0.0,0.0,34.6
918129971523,77,83.59,0.0,0.0,52.5
919781177100,61,98.16,0.0,0.0,40.75
917079972435,6,54.67,0.0,0.0,72.25
917862650571,92,71.9,0.0,0.0,59.2
919468061102,23,27.48,0.0,0.0,6.0
918937034431,26,46.82,0.0,0.0,46.75
917857917067,79,20.65,0.0,0.0,56.375
918366556920,87,62.64,0.0,0.0,33.125
919343292475,34,79.54,0.0,0.0,55.666666666666664
919574220936,47,6.71,0.0,0.0,80.0
918211672712,58,34.45,0.0,0.0,67.66666666666667
917241030242,9,9.67,0.0,0.0,35.0
917115533921,96,39.54,0.0,0.0,57.75
918214216328,71,67.98,0.0,0.0,65.83333333333333
919615607979,9,47.26,0.0,0.0,65.8
919535323133,14,72.19,0.0,0.0,65.875
917387622194,26,81.27,0.0,0.0,25.5
918178158203,30,86.26,0.0,0.0,69.0
917399974336,100,73.98,0.0,0.0,45.0
919104288707,10,85.73,0.0,0.0,20.333333333333332
918880157459,86,12.0,0.0,0.0,32.6
918442032976,55,48.19,0.0,0.0,42.0
919647170586,50,97.08,0.0,0.0,55.333333333333336
917115820025,70,25.53,0.0,0.0,62.666666666666664
919718295375,48,96.04,0.0,0.0,46.666666666666664
919021437651,36,83.69,0.0,0.0,21.0
918039624809,17,5.72,0.0,0.0,69.0
917511469461,43,38.9,0.0,0.0,33.166666666666664
917408015311,13,41.93,0.0,0.0,59.25
918350840898,94,83.32,0.0,0.0,42.333333333333336
919744126400,93,88.53,0.0,0.0,60.25
917304616203,99,62.73,0.0,0.0,40.0
918164344392,1,28.18,0.0,0.0,29.4
918182894728,30,89.56,0.0,0.0,49.125
917467054653,37,72.78,0.0,0.0,50.0
919230517007,30,75.67,0.0,0.0,62.5
917746756255,77,35.13,0.0,0.0,45.666666666666664
919170795726,81,74.9,0.0,0.0,43.875
917904647469,4,25.35,0.0,0.0,57.333333333333336
919815389788,86,50.59,0.0,0.0,32.6
919010258946,48,69.65,0.0,0.0,49.5
919054369077,16,72.42,0.0,0.0,52.666666666666664
917781208412,74,7.59,0.0,0.0,48.666666666666664
918395925222,22,74.73,0.0,0.0,53.4
918431439122,28,32.56,0.0,0.0,49.8
918704657157,38,68.05,0.0,0.0,57.625
918186564497,45,17.09,0.0,0.0,39.2
918472026313,94,46.72,0.0,0.0,48.166666666666664
919208940597,80,66.29,0.0,0.0,32.0
917340203212,82,58.5,0.0,0.0,48.25
919094407076,79,20.92,0.0,0.0,55.142857142857146
919167021467,50,92.15,0.0,0.0,35.333333333333336
917708657549,6,41.65,0.0,0.0,58.0
919683368550,42,49.6,0.0,0.0,46.5
919409618453,90,7.39,0.0,0.0,66.25
919441842200,72,88.42,0.0,0.0,62.25
918846465000,13,71.58,0.0,0.0,42.5
917703474164,91,88.96,0.0,0.0,47.285714285714285
917003726468,85,38.57,0.0,0.0,37.0
918118440391,95,59.11,0.0,0.0,54.5
919095347470,12,60.17,0.0,0.0,22.0
918150931110,38,91.02,0.0,0.0,50.0
919544851934,84,70.24,0.0,0.0,60.333333333333336
917566862173,75,90.93,0.0,0.0,51.75
919852263888,39,30.2,0.0,0.0,42.166666666666664
917749960739,79,45.3,0.0,0.0,58.0
917682986933,99,46.03,0.0,0.0,65.66666666666667
919148551061,48,28.81,0.0,0.0,63.0
918928610987,29,83.96,0.0,0.0,52.0
917476597680,58,85.0,0.0,0.0,53.0
919345620385,73,76.11,0.0,0.0,58.375
917752438459,22,47.05,0.0,0.0,57.0
918668084889,52,2.42,0.0,0.0,61.666666666666664
919676674027,49,85.84,0.0,0.0,85.75
919102996505,91,12.08,0.0,0.0,35.666666666666664
918389858576,62,44.86,0.0,0.0,57.166666666666664
919127392866,15,10.47,0.0,0.0,75.0
918027918636,52,84.53,0.0,0.0,58.25
919107091983,93,84.47,0.0,0.0,50.333333333333336
918770791023,68,11.59,0.0,0.0,59.142857142857146
917518560332,44,25.14,0.0,0.0,53.5
919557863130,99,37.42,0.0,0.0,45.0
919256907178,52,19.69,0.0,0.0,48.25
918238115647,41,79.81,0.0,0.0,35.625
919225231724,54,70.33,0.0,0.0,55.888888888888886
918301566516,22,25.59,0.0,0.0,15.0
918359418693,10,57.49,0.0,0.0,45.5
918178618666,17,80.83,0.0,0.0,32.833333333333336
917405911554,76,82.49,0.0,0.0,32.0
918311597141,29,94.78,0.0,0.0,48.285714285714285
919037963908,86,42.73,0.0,0.0,75.0
919951331472,8,57.95,0.0,0.0,51.0
917364653118,86,59.62,0.0,0.0,78.33333333333333
919644104389,96,73.66,0.0,0.0,76.75
917829326917,88,21.79,0.0,0.0,75.66666666666667
917271055863,62,81.74,0.0,0.0,47.0
918707052548,94,84.27,0.0,0.0,55.285714285714285
918009317340,42,1.91,0.0,0.0,67.25
917946459593,84,75.6,0.0,0.0,82.0
919683239935,49,30.13,0.0,0.0,54.375
919070647070,56,91.8,0.0,0.0,57.8
919410914100,64,31.33,0.0,0.0,60.0
919537599506,2,93.89,0.0,0.0,60.714285714285715
919297681898,30,95.21,0.0,0.0,27.0
918027553177,81,32.85,0.0,0.0,55.6
919115806625,76,6.67,0.0,0.0,52.75
918761586711,66,97.56,0.0,0.0,57.8
917060062145,92,5.59,0.0,0.0,64.0
917344555557,47,7.49,0.0,0.0,22.666666666666668
919472487690,44,29.65,0.0,0.0,64.75
919592071203,56,98.83,0.0,0.0,59.0
917843110305,35,91.57,0.0,0.0,42.833333333333336
918864470731,58,82.9,0.0,0.0,57.833333333333336
918736526879,96,86.18,0.0,0.0,28.0
917335359270,47,64.99,0.0,0.0,60.6
918308638549,52,34.1,0.0,0.0,58.333333333333336
919581271298,0,46.57,0.0,0.0,57.142857142857146
917439921366,84,22.82,0.0,0.0,75.0
917593176411,83,44.46,0.0,0.0,48.0
918827524957,88,56.29,0.0,0.0,43.42857142857143
919236466111,20,88.3,0.0,0.0,50.2
918144624141,60,72.74,0.0,0.0,69.66666666666667
919587283948,26,69.45,0.0,0.0,44.0
918955638763,1,74.42,0.0,0.0,50.22222222222222
918800557283,80,83.1,0.0,0.0,67.66666666666667
919540741595,19,81.39,0.0,0.0,48.333333333333336
919284683201,4,2.1,0.0,0.0,30.75
917859098375,18,75.22,0.0,0.0,25.333333333333332
918306204982,8,84.93,0.0,0.0,35.42857142857143
917635457782,74,59.3,0.0,0.0,66.16666666666667
919810775408,56,32.9,0.0,0.0,64.0
917781186472,85,88.98,0.0,0.0,57.0
919664052763,16,43.97,0.0,0.0,76.0
917112889043,52,64.53,0.0,0.0,54.666666666666664
918350764609,59,1.23,0.0,0.0,53.0
917197261797,21,53.51,0.0,0.0,66.33333333333333
919357443688,8,56.69,0.0,0.0,67.71428571428571
919886690817,19,3.16,0.0,0.0,44.4
917577181411,76,92.73,0.0,0.0,48.5
919439753607,95,29.7,0.0,0.0,46.166666666666664
919730959828,10,29.68,0.0,0.0,48.8
919065546403,27,91.77,0.0,0.0,59.0
917773096126,51,96.36,0.0,0.0,48.75
917083880626,46,76.56,0.0,0.0,46.25
918170496062,86,59.68,0.0,0.0,26.5
918076695131,23,6.69,0.0,0.0,74.5
918604706474,37,8.78,0.0,0.0,57.857142857142854
918377111768,28,56.24,0.0,0.0,51.285714285714285
918214784185,49,60.61,0.0,0.0,64.2
917115820025,25,60.11,0.0,0.0,62.666666666666664
917949675261,91,77.84,0.0,0.0,57.5
919297950359,86,26.32,0.0,0.0,13.5
917856247605,4,86.21,0.0,0.0,56.2
919676831869,65,79.43,0.0,0.0,47.25
917399661102,43,92.32,0.0,0.0,72.2
918465958548,87,60.32,0.0,0.0,39.833333333333336
919281341978,25,61.38,0.0,0.0,45.25
917718476143,81,87.86,0.0,0.0,44.5
919923781318,90,52.11,0.0,0.0,18.5
917190638698,16,53.04,0.0,0.0,43.0
917929613915,100,74.67,0.0,0.0,59.166666666666664
917497879474,11,31.89,0.0,0.0,52.714285714285715
917933885988,2,57.17,0.0,0.0,49.25
918422357563,47,96.73,0.0,0.0,31.6
919640587058,9,42.79,0.0,0.0,36.0
918501735492,76,60.37,0.0,0.0,55.5
917861876057,67,28.84,0.0,0.0,86.33333333333333
919883960470,40,58.02,0.0,0.0,67.33333333333333
919491281359,65,64.23,0.0,0.0,59.57142857142857
918350764609,30,3.78,0.0,0.0,53.0
918689065733,52,16.16,0.0,0.0,70.33333333333333
918741251076,22,30.7,0.0,0.0,36.5
918907911904,29,60.21,0.0,0.0,79.0
919905492920,60,53.17,0.0,0.0,96.5
917791403539,74,82.93,0.0,0.0,64.5
917462276641,89,39.97,0.0,0.0,30.0
918320748157,56,62.37,0.0,0.0,49.2
919679932830,62,95.2,0.0,0.0,49.5
919800477954,14,14.81,0.0,0.0,36.6
917427670241,90,86.59,0.0,0.0,43.6
919894949501,61,87.98,0.0,0.0,63.333333333333336
919052947074,61,65.35,0.0,0.0,56.5
919447485590,51,82.19,0.0,0.0,59.5
917861876057,75,64.09,0.0,0.0,86.33333333333333
919343292475,15,28.12,0.0,0.0,55.666666666666664
917446369090,34,61.42,0.0,0.0,48.44444444444444
919708629635,91,7.66,0.0,0.0,77.66666666666667
919621354709,6,88.1,0.0,0.0,69.16666666666667
917601117291,40,4.09,0.0,0.0,43.6
919140573041,48,69.02,0.0,0.0,51.5
919625549685,5,50.0,0.0,0.0,50.714285714285715
919724230947,50,4.65,0.0,0.0,51.333333333333336
917633282877,59,71.05,0.0,0.0,53.0
919916845891,19,23.05,0.0,0.0,57.2
918708838608,27,0.72,0.0,0.0,57.333333333333336
919967041308,17,71.22,0.0,0.0,39.0
917360946585,49,93.57,0.0,0.0,67.6
919135789708,19,52.1,0.0,0.0,53.81818181818182
918007694189,28,52.3,0.0,0.0,26.6
919106912159,70,11.38,0.0,0.0,61.0
918941508568,23,62.98,0.0,0.0,50.666666666666664
918810607153,63,30.42,0.0,0.0,41.75
917962483440,37,70.09,0.0,0.0,54.2
917328704671,9,29.3,0.0,0.0,39.666666666666664
919696141443,89,35.35,0.0,0.0,54.0
919463105817,63,37.17,0.0,0.0,45.4
917797966424,95,15.76,0.0,0.0,71.25
917613619380,88,69.08,0.0,0.0,30.0
918366731217,96,57.56,0.0,0.0,54.0
918559781099,48,89.44,0.0,0.0,48.833333333333336
917939393836,93,37.5,0.0,0.0,55.5
918150776141,75,66.97,0.0,0.0,72.2
917238953970,54,9.22,0.0,0.0,56.333333333333336
918311598149,31,44.38,0.0,0.0,44.8
919142446952,41,38.72,0.0,0.0,51.5
917127830795,62,18.86,0.0,0.0,63.75
919605591588,8,38.05,0.0,0.0,41.333333333333336
919477213586,35,55.28,0.0,0.0,57.333333333333336
919859826923,79,95.84,0.0,0.0,53.333333333333336
917518213060,1,48.27,0.0,0.0,79.0
919601503399,61,9.13,0.0,0.0,52.0
919882712850,76,21.77,0.0,0.0,51.0
917052431950,48,30.86,0.0,0.0,46.0
917251300243,13,58.68,0.0,0.0,55.0
917983319304,88,60.8,0.0,0.0,44.0
919418688092,96,53.53,0.0,0.0,52.25
917864092191,23,77.43,0.0,0.0,27.666666666666668
918576737058,32,51.6,0.0,0.0,58.666666666666664
918964465977,86,13.43,0.0,0.0,62.0
919284512329,30,47.59,0.0,0.0,59.8
918981903597,78,12.92,0.0,0.0,40.8
918267622868,16,4.55,0.0,0.0,39.5
918389211119,51,30.42,0.0,0.0,30.0
918127966460,5,52.72,0.0,0.0,63.5
917054914778,33,29.45,0.0,0.0,44.333333333333336
917430346953,96,69.24,0.0,0.0,50.714285714285715
917766403264,94,65.03,0.0,0.0,61.2
917666898313,87,15.84,0.0,0.0,56.5
917399974336,11,69.9,0.0,0.0,45.0
919245108207,92,44.0,0.0,0.0,68.5
918341957809,95,54.68,0.0,0.0,47.142857142857146
919578653296,50,17.15,0.0,0.0,46.22222222222222
917298159856,80,4.79,0.0,0.0,47.4
918762557538,33,42.33,0.0,0.0,81.0
918672897780,14,11.22,0.0,0.0,42.833333333333336
917005154842,35,15.3,0.0,0.0,36.142857142857146
917383604911,13,39.81,0.0,0.0,50.8
918732061472,54,12.06,0.0,0.0,35.0
919744254427,38,69.78,0.0,0.0,54.333333333333336
919907965116,30,47.11,0.0,0.0,56.714285714285715
917460955243,30,6.37,0.0,0.0,27.0
918220978669,16,19.32,0.0,0.0,73.25
917228587581,37,29.13,0.0,0.0,46.833333333333336
919730248478,19,88.95,0.0,0.0,49.5
918600399955,51,77.46,0.0,0.0,37.333333333333336
918779083221,44,11.82,0.0,0.0,53.63636363636363
919201397080,42,0.63,0.0,0.0,54.5
918781968664,87,0.09,0.0,0.0,41.333333333333336
918150402112,61,45.49,0.0,0.0,43.0
918146166176,66,19.85,0.0,0.0,46.4
917315640205,47,89.18,0.0,0.0,77.66666666666667
918867169740,46,56.89,0.0,0.0,58.166666666666664
918439285007,74,43.44,0.0,0.0,45.833333333333336
917364119662,81,67.85,0.0,0.0,38.0
919779243136,77,10.46,0.0,0.0,55.5
917138428506,75,90.72,0.0,0.0,42.0
918654984428,87,87.37,0.0,0.0,65.5
918994135221,63,98.75,0.0,0.0,43.75
919362204542,100,47.56,0.0,0.0,41.2
919973021583,75,76.81,0.0,0.0,39.166666666666664
917104855070,95,41.49,0.0,0.0,59.375
918692864410,34,77.48,0.0,0.0,57.5
918897775581,59,38.53,0.0,0.0,58.333333333333336
917152721525,95,6.75,0.0,0.0,46.333333333333336
919462732890,12,63.72,0.0,0.0,55.333333333333336
918622628777,91,57.92,0.0,0.0,59.57142857142857
919065546403,53,34.74,0.0,0.0,59.0
919457829635,21,84.34,0.0,0.0,41.5
918427818730,1,91.87,0.0,0.0,58.0
917290680473,33,29.58,0.0,0.0,76.75
919238126936,69,98.05,0.0,0.0,54.8
918020395327,22,63.38,0.0,0.0,45.25
917610485820,12,81.85,0.0,0.0,66.0
917207167992,78,38.72,0.0,0.0,57.666666666666664
917141312095,73,3.37,0.0,0.0,46.6
917721772903,70,1.22,0.0,0.0,34.5
919745626499,30,30.74,0.0,0.0,31.666666666666668
918115231376,74,53.53,0.0,0.0,72.5
918500674245,14,46.41,0.0,0.0,63.0
918692304102,20,94.94,0.0,0.0,34.6
918438994940,13,19.98,0.0,0.0,53.9
919964229896,89,78.37,0.0,0.0,40.5
918005034996,84,80.94,0.0,0.0,33.25
917622118862,66,42.14,0.0,0.0,37.5
917163053047,32,49.43,0.0,0.0,52.166666666666664
919835527487,97,98.69,0.0,0.0,41.0
919578667149,90,46.06,0.0,0.0,59.75
917918037633,89,16.22,0.0,0.0,53.2
918615145225,42,27.05,0.0,0.0,56.6
917518560332,87,4.07,0.0,0.0,53.5
919614154439,89,84.07,0.0,0.0,50.125
918834273114,86,82.12,0.0,0.0,20.0
919674461918,25,37.96,0.0,0.0,47.166666666666664
919349545786,15,41.03,0.0,0.0,58.833333333333336
918140805649,76,50.72,0.0,0.0,52.6
917922491974,95,99.92,0.0,0.0,60.333333333333336
918637046672,10,49.37,0.0,0.0,47.0
919721667797,19,46.24,0.0,0.0,51.666666666666664
918340426053,57,83.23,0.0,0.0,47.875
918521714121,40,59.57,0.0,0.0,50.5
918779466167,12,92.04,0.0,0.0,77.5
919363717591,5,32.44,0.0,0.0,50.333333333333336
917454678712,54,70.85,0.0,0.0,54.0
918997305752,16,16.04,0.0,0.0,46.6
917752281823,98,74.46,0.0,0.0,47.0
918091304489,88,81.8,0.0,0.0,48.0
919298232225,90,94.7,0.0,0.0,73.6
919106912159,14,45.43,0.0,0.0,61.0
918943612110,30,21.56,0.0,0.0,33.5
918849500820,18,69.96,0.0,0.0,50.57142857142857
918761091683,42,26.79,0.0,0.0,71.33333333333333
918350764609,63,73.47,0.0,0.0,53.0
918214741296,1,95.98,0.0,0.0,58.0
918079501936,49,2.54,0.0,0.0,8.0
919739872850,43,38.22,0.0,0.0,47.0
919046790105,57,90.98,0.0,0.0,29.4
917872425923,22,83.9,0.0,0.0,67.0
918033921654,60,50.26,0.0,0.0,85.0
918309263254,92,92.4,0.0,0.0,41.0
918601198885,72,76.15,0.0,0.0,66.5
919789875688,91,36.33,0.0,0.0,69.0
917661527911,97,1.6,0.0,0.0,64.66666666666667
918478538226,36,1.61,0.0,0.0,52.5
918415818695,54,76.4,0.0,0.0,45.4
919646167278,59,36.47,0.0,0.0,45.75
919290457317,79,35.41,0.0,0.0,58.4
918525748364,3,42.13,0.0,0.0,82.0
918264523083,43,34.95,0.0,0.0,47.57142857142857
918097508854,16,47.24,0.0,0.0,29.75
919883394191,40,8.67,0.0,0.0,48.666666666666664
918915193614,71,7.5,0.0,0.0,56.8
919200510647,68,50.12,0.0,0.0,33.0
918498098234,22,11.41,0.0,0.0,0.0
919347715190,97,10.82,0.0,0.0,69.75
919495706809,6,58.29,0.0,0.0,48.09090909090909
919743306394,10,94.58,0.0,0.0,62.714285714285715
917378514962,13,22.17,0.0,0.0,67.66666666666667
917949675261,9,59.23,0.0,0.0,57.5
918786639225,62,41.32,0.0,0.0,48.5
918357473928,39,54.68,0.0,0.0,44.625
919704799972,11,92.77,0.0,0.0,71.5
917722558006,16,46.15,0.0,0.0,60.5
917756661586,39,43.89,0.0,0.0,38.0
918024278525,88,32.25,0.0,0.0,14.0
919856929012,12,52.78,0.0,0.0,43.4
918924568778,66,79.89,0.0,0.0,44.55555555555556
917722452036,27,23.34,0.0,0.0,38.375
918070298438,32,46.47,0.0,0.0,43.75
918603828849,89,36.65,0.0,0.0,60.25
917825768309,72,13.15,0.0,0.0,31.6
919044579284,53,85.55,0.0,0.0,48.0
917995811976,62,4.15,0.0,0.0,55.666666666666664
919260905359,95,30.28,0.0,0.0,67.66666666666667
919547003279,18,92.07,0.0,0.0,47.5
919239120498,85,36.6,0.0,0.0,17.0
918247636714,51,92.63,0.0,0.0,79.66666666666667
919478286982,36,76.54,0.0,0.0,52.5
919578667149,32,86.08,0.0,0.0,59.75
919192045446,49,89.2,0.0,0.0,66.14285714285714
918585800252,96,59.07,0.0,0.0,48.8
919450982005,60,28.98,0.0,0.0,48.42857142857143
918665586415,97,24.32,0.0,0.0,60.666666666666664
917215092803,25,3.39,0.0,0.0,52.2
917555426027,67,81.13,0.0,0.0,53.0
919111946589,36,26.15,0.0,0.0,56.0
918847112068,14,7.35,0.0,0.0,76.25
917311769311,56,28.2,0.0,0.0,52.57142857142857
919509023674,97,56.24,0.0,0.0,39.625
918346103176,90,2.47,0.0,0.0,49.42857142857143
918564319318,61,25.87,0.0,0.0,29.0
918804930077,69,72.06,0.0,0.0,48.666666666666664
919246788040,7,92.05,0.0,0.0,61.0
917638367047,36,17.7,0.0,0.0,33.0
918937569973,19,94.44,0.0,0.0,44.5
919442428958,59,35.96,0.0,0.0,37.0
918752844368,97,4.48,0.0,0.0,60.8
919734812163,41,93.44,0.0,0.0,56.2
919992575455,80,36.72,0.0,0.0,53.666666666666664
918152380087,51,94.76,0.0,0.0,94.0
919114585794,34,79.55,0.0,0.0,36.57142857142857
917950365001,35,61.91,0.0,0.0,59.0
918153561013,92,58.82,0.0,0.0,51.0
917583739168,14,89.32,0.0,0.0,0.0
919661410327,94,23.72,0.0,0.0,38.0
918686352103,28,48.8,0.0,0.0,43.125
918764351603,21,9.86,0.0,0.0,53.666666666666664
918720485787,46,2.78,0.0,0.0,55.25
919312482595,48,65.67,0.0,0.0,22.5
918784266819,34,52.0,0.0,0.0,43.5
919316215674,51,15.64,0.0,0.0,34.8
917958796521,53,9.08,0.0,0.0,26.0
918789026838,74,40.73,0.0,0.0,43.166666666666664
917913292765,0,28.08,0.0,0.0,64.0
917118543408,76,22.02,0.0,0.0,59.5
918725373847,70,25.31,0.0,0.0,54.2
918599601959,64,7.74,0.0,0.0,45.5
919459628934,78,49.98,0.0,0.0,48.6
917445444412,19,18.87,0.0,0.0,46.2
919566881372,61,24.89,0.0,0.0,37.4
917872395778,23,22.65,0.0,0.0,46.7
919767405445,53,55.28,0.0,0.0,52.666666666666664
918871216424,70,40.77,0.0,0.0,31.666666666666668
919175884729,89,87.57,0.0,0.0,55.75
919879534353,36,82.68,0.0,0.0,41.0
917856664739,43,69.9,0.0,0.0,54.166666666666664
918475647712,74,57.46,0.0,0.0,48.714285714285715
917977046129,95,12.01,0.0,0.0,56.333333333333336
918916367361,96,38.36,0.0,0.0,40.25
918345840745,9,57.91,0.0,0.0,44.0
918588825845,47,52.59,0.0,0.0,80.0
919239279558,32,0.86,0.0,0.0,61.8
917046000830,66,12.51,0.0,0.0,54.0
918323998648,77,89.64,0.0,0.0,32.5
917257854279,28,63.9,0.0,0.0,58.0
917457287198,60,51.94,0.0,0.0,53.3
918421182517,14,4.55,0.0,0.0,58.8
919661874865,45,84.34,0.0,0.0,72.0
918804930077,89,93.52,0.0,0.0,48.666666666666664
919310277450,38,35.08,0.0,0.0,65.0
917479112937,54,95.41,0.0,0.0,63.714285714285715
917216254664,47,75.08,0.0,0.0,39.5
918191043170,96,63.18,0.0,0.0,31.25
919883858045,31,9.46,0.0,0.0,47.25
917909150816,54,74.02,0.0,0.0,68.66666666666667
918644109210,41,41.87,0.0,0.0,74.2
919099323053,57,37.72,0.0,0.0,73.66666666666667
918726588942,21,11.03,0.0,0.0,70.5
918359776840,45,81.61,0.0,0.0,47.25
919637218862,89,36.0,0.0,0.0,46.75
919925697292,7,2.16,0.0,0.0,43.77777777777778
919597724331,52,90.96,0.0,0.0,34.833333333333336
919149484176,99,78.03,0.0,0.0,0.0
917223714148,36,34.02,0.0,0.0,40.75
917967847466,87,29.37,0.0,0.0,39.8
918880451388,14,27.0,0.0,0.0,44.333333333333336
917619986018,23,91.93,0.0,0.0,30.75
917480468219,36,2.68,0.0,0.0,51.888888888888886
918717120387,64,34.64,0.0,0.0,42.2
919411439945,59,43.85,0.0,0.0,43.0
917594399606,27,47.49,0.0,0.0,25.6
919641863774,74,3.54,0.0,0.0,45.0
917970049535,65,55.8,0.0,0.0,41.0
918897690739,48,51.05,0.0,0.0,71.8
919664834821,97,91.54,0.0,0.0,65.28571428571429
917744790751,25,66.71,0.0,0.0,49.333333333333336
919927923735,64,7.54,0.0,0.0,39.0
919781559918,97,83.87,0.0,0.0,60.0
918678179022,13,2.53,0.0,0.0,32.666666666666664
917685583357,73,86.53,0.0,0.0,51.666666666666664
918044060736,62,31.45,0.0,0.0,50.666666666666664
919967238139,67,52.4,0.0,0.0,50.75
917874275114,20,20.31,0.0,0.0,56.0
919754416885,74,60.16,0.0,0.0,66.75
917772303297,29,66.43,0.0,0.0,60.8
918849761315,4,10.35,0.0,0.0,42.4
918066312714,98,68.58,0.0,0.0,41.4
917851035458,86,28.76,0.0,0.0,53.5
919036231979,44,85.0,0.0,0.0,63.125
918311939403,54,68.5,0.0,0.0,29.166666666666668
919172809426,60,43.4,0.0,0.0,63.75
917786170238,23,43.2,0.0,0.0,55.714285714285715
917935572425,26,0.72,0.0,0.0,43.5
918236787255,40,94.29,0.0,0.0,29.0
918251258015,44,36.81,0.0,0.0,64.4
919703937817,27,80.96,0.0,0.0,71.0
917329259035,61,92.5,0.0,0.0,44.22222222222222
917789754192,73,25.5,0.0,0.0,56.833333333333336
918237386857,98,60.22,0.0,0.0,77.0
917284277889,13,91.03,0.0,0.0,47.0
919743306394,98,50.27,0.0,0.0,62.714285714285715
918051515688,3,51.4,0.0,0.0,42.166666666666664
919449341007,18,4.69,0.0,0.0,14.75
918331765783,96,21.22,0.0,0.0,47.0
918294586283,51,45.98,0.0,0.0,56.833333333333336
919598365569,67,34.18,0.0,0.0,30.0
919088923070,49,32.34,0.0,0.0,63.4
917399071914,93,69.95,0.0,0.0,52.8
917497879474,92,39.85,0.0,0.0,52.714285714285715
919895853722,93,93.59,0.0,0.0,49.2
918722989659,84,42.5,0.0,0.0,56.75
917217069388,36,59.03,0.0,0.0,62.666666666666664
919325612900,30,9.43,0.0,0.0,42.857142857142854
919318297747,56,46.98,0.0,0.0,59.0
917685978550,84,42.71,0.0,0.0,52.375
919832158562,78,59.01,0.0,0.0,53.0
